attachments/0/style_list/0,attachments/0/style_list/1,attachments/0/style_list/2,attachments/0/style_list/3,attachments/0/style_list/4,commentUrl,commentsCount,date,facebookId,facebookUrl,feedbackId,id,likesCount,postTitle,profileId,profileName,profilePicture,profileUrl,replyToCommentId,text,threadingDepth,English Coversion,NameDetection
,,,,,https://fb.watch/r-dKWG-nN3/?comment_id=792567685417734,,2022-08-03T09:42:10.000Z,513054430617453,https://fb.watch/r-dKWG-nN3/,ZmVlZGJhY2s6NTEzMDU0NDMwNjE3NDUzXzc5MjU2NzY4NTQxNzczNA==,Y29tbWVudDo1MTMwNTQ0MzA2MTc0NTNfNzkyNTY3Njg1NDE3NzM0,0,Guyz We should Make oncemore SACAR Viral😂,pfbid027BteQj3dhXZqHMruhrVPb1uue6JasNEgAAZHxDkYi22Ns5vN1VYGjtDxQPVjsvpTl,Sacar Thakuri,https://scontent.fmem1-1.fna.fbcdn.net/v/t39.30808-1/431606889_405955845518631_6163967240866897334_n.jpg?stp=c0.0.32.32a_cp0_dst-jpg_p32x32&_nc_cat=109&ccb=1-7&_nc_sid=5f2048&_nc_ohc=5zsK5llSmS8Q7kNvgE6_Gwr&_nc_ht=scontent.fmem1-1.fna&oh=00_AYBQCKMT4qEMfar_4TktJm5q6wK6VvKVi4N_MuGKdt_uqQ&oe=66455780,https://www.facebook.com/people/Sacar-Thakuri/pfbid027BteQj3dhXZqHMruhrVPb1uue6JasNEgAAZHxDkYi22Ns5vN1VYGjtDxQPVjsvpTl/,,Sacar is bbbl,,Sacar Thakuri,Unknown
,,,,,https://fb.watch/r-dKWG-nN3/?comment_id=5270737543042126,,2022-07-27T12:16:12.000Z,513054430617453,https://fb.watch/r-dKWG-nN3/,ZmVlZGJhY2s6NTEzMDU0NDMwNjE3NDUzXzUyNzA3Mzc1NDMwNDIxMjY=,Y29tbWVudDo1MTMwNTQ0MzA2MTc0NTNfNTI3MDczNzU0MzA0MjEyNg==,1,Guyz We should Make oncemore SACAR Viral😂,pfbid0qkFz2eTv99Wevaw3uo5kVna7QTX2HoRjwphGq5R3gXGpWggbQMGvxUJGVu8JtgJ7l,Lalan Chetry Subedi,https://scontent.fmem1-2.fna.fbcdn.net/v/t39.30808-1/396711839_3658455017807811_8606982123094725014_n.jpg?stp=c0.5.32.32a_cp0_dst-jpg_p32x32&_nc_cat=108&ccb=1-7&_nc_sid=5f2048&_nc_ohc=UfiWqkNFDVwQ7kNvgHPwWaw&_nc_ht=scontent.fmem1-2.fna&oh=00_AYAuGAG5rJE7BLFPGAst1I0t8YwxVQU_QppdHEzMzCC-pQ&oe=66454FDC,https://www.facebook.com/people/Lalan-Chetry-Subedi/pfbid0qkFz2eTv99Wevaw3uo5kVna7QTX2HoRjwphGq5R3gXGpWggbQMGvxUJGVu8JtgJ7l/,,Mukh samalara bola vai hami nepali ho tasto bolnu hudayn lo,,Lalan Chetry Subedi,0
,,,,,https://fb.watch/r-dKWG-nN3/?comment_id=1213449889453329,,2022-07-31T10:12:30.000Z,513054430617453,https://fb.watch/r-dKWG-nN3/,ZmVlZGJhY2s6NTEzMDU0NDMwNjE3NDUzXzEyMTM0NDk4ODk0NTMzMjk=,Y29tbWVudDo1MTMwNTQ0MzA2MTc0NTNfMTIxMzQ0OTg4OTQ1MzMyOQ==,0,Guyz We should Make oncemore SACAR Viral😂,pfbid0iUi2QMBrdpk61n4s5TzZApNWiT6EdQfNtHoJMj347LgZjNMEUB2sqvzVTxwJBg4El,Candy Broz,https://scontent.fmem1-1.fna.fbcdn.net/v/t39.30808-1/314087408_662084598779693_2202469879389335154_n.jpg?stp=cp0_dst-jpg_p32x32&_nc_cat=105&ccb=1-7&_nc_sid=5f2048&_nc_ohc=o0ujR9HA3ZsQ7kNvgGpRip5&_nc_ht=scontent.fmem1-1.fna&oh=00_AYDFRq55pnc_t-bXQFhnl6KlDMNa7B3bxZYJNWe6tGX35g&oe=66453EFF,https://www.facebook.com/candy.broz.3,,Give me some million dollars I complete your challenge 😂 sure I will do that 😂 (((sacar bro))),,Candy Broz,Unknown
,,,,,https://fb.watch/r-dKWG-nN3/?comment_id=3142726172653625,,2022-07-16T09:55:30.000Z,513054430617453,https://fb.watch/r-dKWG-nN3/,ZmVlZGJhY2s6NTEzMDU0NDMwNjE3NDUzXzMxNDI3MjYxNzI2NTM2MjU=,Y29tbWVudDo1MTMwNTQ0MzA2MTc0NTNfMzE0MjcyNjE3MjY1MzYyNQ==,0,Guyz We should Make oncemore SACAR Viral😂,pfbid02DUKpq2bZfhEz7pso58236qm6BSgQoo4F9jNwyRWSPaVw6CTFbfjiSXFKudXMJhwel,Santosh RanaBhat,https://scontent.fmem1-1.fna.fbcdn.net/v/t1.30497-1/143086968_2856368904622192_1959732218791162458_n.png?stp=cp0_dst-png_p32x32&_nc_cat=1&ccb=1-7&_nc_sid=5f2048&_nc_ohc=3TYpdwQPWYkQ7kNvgGh4m2w&_nc_ht=scontent.fmem1-1.fna&oh=00_AYArU3xowtbVHeXCFlJ-YchKY9dyfMIQnZRhdW1aS6H0GA&oe=6666DBB8,,,Make it viral again,,Santosh RanaBhat,1
,,,,,https://fb.watch/r-dKWG-nN3/?comment_id=512440870645515,,2022-07-27T13:11:41.000Z,513054430617453,https://fb.watch/r-dKWG-nN3/,ZmVlZGJhY2s6NTEzMDU0NDMwNjE3NDUzXzUxMjQ0MDg3MDY0NTUxNQ==,Y29tbWVudDo1MTMwNTQ0MzA2MTc0NTNfNTEyNDQwODcwNjQ1NTE1,2,Guyz We should Make oncemore SACAR Viral😂,pfbid026LduL62BAZ9uA3AJBmuTexqh2zaAQ4ryRX33oeZX6Ls3r8TkNUx4RBHnRRtAjqCnl,Diya Aavagi Aavagi Diya,https://scontent.fmem1-1.fna.fbcdn.net/v/t39.30808-1/321099385_4029234057300776_996438002336786266_n.jpg?stp=cp0_dst-jpg_p32x32&_nc_cat=100&ccb=1-7&_nc_sid=5f2048&_nc_ohc=qW8Hy81SAoUQ7kNvgFWwIst&_nc_ht=scontent.fmem1-1.fna&oh=00_AYBrtYAuDXYgOgm8FvRHuA7rNzDEZCRsU9VCQ6VhCH7fBg&oe=664553A8,https://www.facebook.com/diya.sunar.359,,A vai pahile aafno boli ma sudhar gara hoi yo video parchande le matrai herdai xaina. Timro ghar paiwar  le Ni herdai hunuhux hola.   Xi yasto Ni bolxan,,Diya Aavagi Aavagi Diya,0
photo,fallback,,,,https://fb.watch/r-dKWG-nN3/?comment_id=3246539132230372,,2022-07-16T06:42:08.000Z,513054430617453,https://fb.watch/r-dKWG-nN3/,ZmVlZGJhY2s6NTEzMDU0NDMwNjE3NDUzXzMyNDY1MzkxMzIyMzAzNzI=,Y29tbWVudDo1MTMwNTQ0MzA2MTc0NTNfMzI0NjUzOTEzMjIzMDM3Mg==,5,Guyz We should Make oncemore SACAR Viral😂,pfbid02sbwS1FjY5eBQYR5W9HHDfe3jYPEG9cgW54Fu4Dk2f42g64iTs1KqsKabWpJs6537l,Sandeep Chetry,https://scontent.fmem1-2.fna.fbcdn.net/v/t39.30808-1/432248128_731546642500500_6874572617264103121_n.jpg?stp=cp0_dst-jpg_p32x32&_nc_cat=110&ccb=1-7&_nc_sid=5f2048&_nc_ohc=iP3m3c3P2mMQ7kNvgFq4DJP&_nc_ht=scontent.fmem1-2.fna&oh=00_AYAu0YUS5C1bgvc8dEo6oLLygPt03yq_OO-NeYHXXeIalg&oe=66453A94,https://www.facebook.com/people/Sandeep-Chetry/pfbid02sbwS1FjY5eBQYR5W9HHDfe3jYPEG9cgW54Fu4Dk2f42g64iTs1KqsKabWpJs6537l/,,,,Sandeep Chetry,1
,,,,,https://fb.watch/r-dKWG-nN3/?comment_id=2170845573095054,1.0,2022-07-19T17:22:11.000Z,513054430617453,https://fb.watch/r-dKWG-nN3/,ZmVlZGJhY2s6NTEzMDU0NDMwNjE3NDUzXzIxNzA4NDU1NzMwOTUwNTQ=,Y29tbWVudDo1MTMwNTQ0MzA2MTc0NTNfMjE3MDg0NTU3MzA5NTA1NA==,2,Guyz We should Make oncemore SACAR Viral😂,100067356970993,Chhanil Thekare,https://scontent.fmem1-2.fna.fbcdn.net/v/t39.30808-1/422910037_706750218246871_2090549920666053690_n.jpg?stp=cp0_dst-jpg_p32x32&_nc_cat=102&ccb=1-7&_nc_sid=5f2048&_nc_ohc=ol5jkX3GNvcQ7kNvgE4MfHg&_nc_ht=scontent.fmem1-2.fna&oh=00_AYD9ZBTkCJ-7In93qxQFWFt8ZIG6wqcAexSc9_fn9MowcA&oe=66456378,https://www.facebook.com/thekare.chhittiz,,My best sacar dai 🤗🤗 love you 😍😍,,Chhanil Thekare,1
,,,,,https://fb.watch/r-dKWG-nN3/?comment_id=446218687406865,,2022-08-07T04:42:27.000Z,513054430617453,https://fb.watch/r-dKWG-nN3/,ZmVlZGJhY2s6NTEzMDU0NDMwNjE3NDUzXzQ0NjIxODY4NzQwNjg2NQ==,Y29tbWVudDo1MTMwNTQ0MzA2MTc0NTNfNDQ2MjE4Njg3NDA2ODY1,0,Guyz We should Make oncemore SACAR Viral😂,pfbid0eQbVLwp1f74giTbrsAhvjunovot6KUVNQQGmMYKN6zqcLYYuKP6jzAB4C1jaE6uSl,Nishan Rimal,https://scontent.fmem1-1.fna.fbcdn.net/v/t39.30808-1/336903660_1521166778417140_354651130240406417_n.jpg?stp=cp6_dst-jpg_p32x32&_nc_cat=103&ccb=1-7&_nc_sid=5f2048&_nc_ohc=SQsP8pjuMt0Q7kNvgGdibmE&_nc_ht=scontent.fmem1-1.fna&oh=00_AYAryN4bBkK6a7ESE9eih2HBKSSgfzkL-XAKE3QpZU3iNA&oe=66453547,https://www.facebook.com/jhagswor.rimal,,मन मा पाप नराखी बोल्दो रच केटो😀,,Nishan Rimal,1
,,,,,https://fb.watch/r-dKWG-nN3/?comment_id=1133895947159267,,2022-07-15T02:47:56.000Z,513054430617453,https://fb.watch/r-dKWG-nN3/,ZmVlZGJhY2s6NTEzMDU0NDMwNjE3NDUzXzExMzM4OTU5NDcxNTkyNjc=,Y29tbWVudDo1MTMwNTQ0MzA2MTc0NTNfMTEzMzg5NTk0NzE1OTI2Nw==,10,Guyz We should Make oncemore SACAR Viral😂,100009507729496,Hira Kajee Thulung Rai,https://scontent.fmem1-2.fna.fbcdn.net/v/t39.30808-1/431758514_3774897736170447_7374092324224609226_n.jpg?stp=cp0_dst-jpg_p32x32&_nc_cat=104&ccb=1-7&_nc_sid=5f2048&_nc_ohc=uJVn9_kd_ysQ7kNvgHJR-5N&_nc_ht=scontent.fmem1-2.fna&oh=00_AYCK3o8jPuoDZh36-6j3g0T9A2peIZ1VcPADHzgsMU3hQw&oe=66455FB2,https://www.facebook.com/people/Hira-Kajee-Thulung-Rai/100009507729496/,,भाइ मेरो तलको दारी काट्नु पर्ने छ आउ भाइ काट्देउ🙈🙈🙈🙈,,Hira Kajee Thulung Rai,1
,,,,,https://fb.watch/r-dKWG-nN3/?comment_id=1515804242169363,,2022-07-15T08:07:18.000Z,513054430617453,https://fb.watch/r-dKWG-nN3/,ZmVlZGJhY2s6NTEzMDU0NDMwNjE3NDUzXzE1MTU4MDQyNDIxNjkzNjM=,Y29tbWVudDo1MTMwNTQ0MzA2MTc0NTNfMTUxNTgwNDI0MjE2OTM2Mw==,4,Guyz We should Make oncemore SACAR Viral😂,100072244965941,Mâchine Gûn,https://scontent.fmem1-2.fna.fbcdn.net/v/t39.30808-1/438083030_434848708933291_2015431771617126850_n.jpg?stp=cp0_dst-jpg_p32x32&_nc_cat=107&ccb=1-7&_nc_sid=5f2048&_nc_ohc=fykbXwqEIeQQ7kNvgGtLQoe&_nc_ht=scontent.fmem1-2.fna&oh=00_AYCEX9r5wnYWSB6m7GSFNT_9h_e_MZgTltfQx4JwwrdohQ&oe=66456406,https://www.facebook.com/people/M%C3%A2chine-G%C3%BBn/100072244965941/,,One Of My Favorite Guy💋✌️,,Mâchine Gûn,Unknown
