attachments/0/style_list/0,attachments/0/style_list/1,attachments/0/style_list/2,attachments/0/style_list/3,attachments/0/style_list/4,commentUrl,commentsCount,date,facebookId,facebookUrl,feedbackId,id,likesCount,pageAdLibrary/id,pageAdLibrary/is_business_page_active,postTitle,profileId,profileName,profilePicture,profileUrl,replyToCommentId,text,threadingDepth,English Coversion,NameDetection
,,,,,https://www.facebook.com/officialroutineofnepalbanda/posts/5927278693971541?comment_id=1125578888229209,1.0,2022-02-25T11:17:50.000Z,5927278693971541,https://www.facebook.com/officialroutineofnepalbanda/posts/5927278693971541,ZmVlZGJhY2s6NTkyNzI3ODY5Mzk3MTU0MV8xMTI1NTc4ODg4MjI5MjA5,Y29tbWVudDo1OTI3Mjc4NjkzOTcxNTQxXzExMjU1Nzg4ODgyMjkyMDk=,13,213613352004799,False,Singer Durgesh Thapa has been removed from Performers list of Sudurpaschim Pradeshik Mahotsav due to security reasons following recent Paul Shah Case. The mahotsav is starting today featuring more than 20 singers.,pfbid0f9jWzEa6CvPrhxsbEMiqLs4fS3NVrn6ZvNFbihxHGkg7g5BmFGMFHwyPWfYjwM6bl,Diksha Ghalley,https://scontent-lhr8-1.xx.fbcdn.net/v/t39.30808-1/434098220_944529493730018_5054961171909478352_n.jpg?stp=cp0_dst-jpg_p32x32&_nc_cat=111&ccb=1-7&_nc_sid=5f2048&_nc_ohc=Cq35FC19uMMQ7kNvgF7Imn6&_nc_ht=scontent-lhr8-1.xx&oh=00_AYB1jMhrXH5wMVM5bLt2qw4EzPN2DDnRzSN_x80ghcgDQQ&oe=66454B06,,,Rip Durgesh Thapa.. stay strong Paul shah💕 love & support from 🇧🇹,,Diksha Ghalley,0
,,,,,https://www.facebook.com/officialroutineofnepalbanda/posts/5927278693971541?comment_id=5927330493966361,12.0,2022-02-25T08:11:15.000Z,5927278693971541,https://www.facebook.com/officialroutineofnepalbanda/posts/5927278693971541,ZmVlZGJhY2s6NTkyNzI3ODY5Mzk3MTU0MV81OTI3MzMwNDkzOTY2MzYx,Y29tbWVudDo1OTI3Mjc4NjkzOTcxNTQxXzU5MjczMzA0OTM5NjYzNjE=,504,213613352004799,False,Singer Durgesh Thapa has been removed from Performers list of Sudurpaschim Pradeshik Mahotsav due to security reasons following recent Paul Shah Case. The mahotsav is starting today featuring more than 20 singers.,100010191914399,Chadanee Nepal,https://scontent-lhr6-1.xx.fbcdn.net/v/t39.30808-1/273840719_1667639493585765_7853112186461145324_n.jpg?stp=cp0_dst-jpg_p32x32&_nc_cat=109&ccb=1-7&_nc_sid=5f2048&_nc_ohc=TCrm6zLwYxYQ7kNvgEgE8Fr&_nc_ht=scontent-lhr6-1.xx&oh=00_AYAmKWnegCyZNmP7sa4IMZytkDV1zy5nu7HAIgtbRTQRog&oe=66456E1E,https://www.facebook.com/chandani.nepal.56,,अब दुर्गेश थापाकाे जिवनमा आधारित कि दुर्गेश रेलमा कि दुर्गेश जेलमा २ बाेलकाे गित सर्वत्र बजारमा उपलब्ध हुनेछ ।,,Chadanee Nepal,Unknown
,,,,,https://www.facebook.com/officialroutineofnepalbanda/posts/5927278693971541?comment_id=5927304340635643,92.0,2022-02-25T07:58:45.000Z,5927278693971541,https://www.facebook.com/officialroutineofnepalbanda/posts/5927278693971541,ZmVlZGJhY2s6NTkyNzI3ODY5Mzk3MTU0MV81OTI3MzA0MzQwNjM1NjQz,Y29tbWVudDo1OTI3Mjc4NjkzOTcxNTQxXzU5MjczMDQzNDA2MzU2NDM=,1295,213613352004799,False,Singer Durgesh Thapa has been removed from Performers list of Sudurpaschim Pradeshik Mahotsav due to security reasons following recent Paul Shah Case. The mahotsav is starting today featuring more than 20 singers.,100027413381389,Rama Oli,https://scontent-lhr6-2.xx.fbcdn.net/v/t39.30808-1/422107090_1466485740941858_6512868555274589366_n.jpg?stp=cp0_dst-jpg_p32x32&_nc_cat=100&ccb=1-7&_nc_sid=5f2048&_nc_ohc=JcGT_1CDMiwQ7kNvgE1vKgF&_nc_ht=scontent-lhr6-2.xx&oh=00_AYAiOtaenSS-vznPpcV8YlHlT3eQy2uODK7IQRr46ifk9w&oe=66453C0B,https://www.facebook.com/Ramaoli55,,दुर्गेश थापालाई कलाकारिता क्षेत्रबाटै बहिष्कार गर्नुपर्छ।,,Rama Oli,0
,,,,,https://www.facebook.com/officialroutineofnepalbanda/posts/5927278693971541?comment_id=277284311058542,2.0,2022-02-25T09:11:52.000Z,5927278693971541,https://www.facebook.com/officialroutineofnepalbanda/posts/5927278693971541,ZmVlZGJhY2s6NTkyNzI3ODY5Mzk3MTU0MV8yNzcyODQzMTEwNTg1NDI=,Y29tbWVudDo1OTI3Mjc4NjkzOTcxNTQxXzI3NzI4NDMxMTA1ODU0Mg==,117,213613352004799,False,Singer Durgesh Thapa has been removed from Performers list of Sudurpaschim Pradeshik Mahotsav due to security reasons following recent Paul Shah Case. The mahotsav is starting today featuring more than 20 singers.,pfbid0VNw4o9rg8E5zmDePZJ9AUye2cvGPSqtVm7pw98NKX2jK2zjd9DU24QXTPBAeCvHLl,Nancy Lama Waiba,https://scontent-lhr8-2.xx.fbcdn.net/v/t39.30808-1/347384663_1227400521148402_7066455431145148150_n.jpg?stp=cp0_dst-jpg_p32x32&_nc_cat=106&ccb=1-7&_nc_sid=5f2048&_nc_ohc=_d-P-6IRjicQ7kNvgFwnDca&_nc_ht=scontent-lhr8-2.xx&oh=00_AYB_luzFvBmSBp4iLNAOb3W1LygV1upmsp-S2CvabBEOXg&oe=66456275,,,अनि समिक्षाको आँखामा चाहिँ मोति बिन्दु लागे छ क्या र अदालत नगाएर दुर्गेश थापा संग जाने 😫😫,,Nancy Lama Waiba,0
,,,,,https://www.facebook.com/officialroutineofnepalbanda/posts/5927278693971541?comment_id=736399540613805,,2022-02-25T11:33:25.000Z,5927278693971541,https://www.facebook.com/officialroutineofnepalbanda/posts/5927278693971541,ZmVlZGJhY2s6NTkyNzI3ODY5Mzk3MTU0MV83MzYzOTk1NDA2MTM4MDU=,Y29tbWVudDo1OTI3Mjc4NjkzOTcxNTQxXzczNjM5OTU0MDYxMzgwNQ==,7,213613352004799,False,Singer Durgesh Thapa has been removed from Performers list of Sudurpaschim Pradeshik Mahotsav due to security reasons following recent Paul Shah Case. The mahotsav is starting today featuring more than 20 singers.,pfbid0f9jWzEa6CvPrhxsbEMiqLs4fS3NVrn6ZvNFbihxHGkg7g5BmFGMFHwyPWfYjwM6bl,Diksha Ghalley,https://scontent-lhr8-1.xx.fbcdn.net/v/t39.30808-1/434098220_944529493730018_5054961171909478352_n.jpg?stp=cp0_dst-jpg_p32x32&_nc_cat=111&ccb=1-7&_nc_sid=5f2048&_nc_ohc=Cq35FC19uMMQ7kNvgF7Imn6&_nc_ht=scontent-lhr8-1.xx&oh=00_AYB1jMhrXH5wMVM5bLt2qw4EzPN2DDnRzSN_x80ghcgDQQ&oe=66454B06,,,Diksel Ghalley is feeling happy with 100s others😂😂😂 Rip Durgesh Thapa,,Diksha Ghalley,0
,,,,,https://www.facebook.com/officialroutineofnepalbanda/posts/5927278693971541?comment_id=1330325647436591,30.0,2022-02-25T13:26:55.000Z,5927278693971541,https://www.facebook.com/officialroutineofnepalbanda/posts/5927278693971541,ZmVlZGJhY2s6NTkyNzI3ODY5Mzk3MTU0MV8xMzMwMzI1NjQ3NDM2NTkx,Y29tbWVudDo1OTI3Mjc4NjkzOTcxNTQxXzEzMzAzMjU2NDc0MzY1OTE=,98,213613352004799,False,Singer Durgesh Thapa has been removed from Performers list of Sudurpaschim Pradeshik Mahotsav due to security reasons following recent Paul Shah Case. The mahotsav is starting today featuring more than 20 singers.,100001696057939,Isha Gurung,https://scontent-lhr8-1.xx.fbcdn.net/v/t39.30808-1/438087785_7663888340344292_1910808573347852056_n.jpg?stp=cp0_dst-jpg_p32x32&_nc_cat=1&ccb=1-7&_nc_sid=5f2048&_nc_ohc=MfLwkxTrsv8Q7kNvgFPJkz7&_nc_ht=scontent-lhr8-1.xx&oh=00_AYCInAFjphOpmG6GAO3ea8lqubVozFPFP_JSFuB5qktvjw&oe=66454390,https://www.facebook.com/isha.gurung2,,ठुलो गल्ती गर्नु भो दुर्गेष भाइ हजुर र पल भाइ संगै परिचित भएको म … so sad 😢😢,,Isha Gurung,0
,,,,,https://www.facebook.com/officialroutineofnepalbanda/posts/5927278693971541?comment_id=380853816709951,6.0,2022-02-25T08:48:45.000Z,5927278693971541,https://www.facebook.com/officialroutineofnepalbanda/posts/5927278693971541,ZmVlZGJhY2s6NTkyNzI3ODY5Mzk3MTU0MV8zODA4NTM4MTY3MDk5NTE=,Y29tbWVudDo1OTI3Mjc4NjkzOTcxNTQxXzM4MDg1MzgxNjcwOTk1MQ==,356,213613352004799,False,Singer Durgesh Thapa has been removed from Performers list of Sudurpaschim Pradeshik Mahotsav due to security reasons following recent Paul Shah Case. The mahotsav is starting today featuring more than 20 singers.,100012177906690,Vimal Shahi Thakuri,https://scontent-lhr8-1.xx.fbcdn.net/v/t39.30808-1/435662448_1961809020901676_104921436823623743_n.jpg?stp=cp0_dst-jpg_p32x32&_nc_cat=103&ccb=1-7&_nc_sid=5f2048&_nc_ohc=4dl0emlgSQIQ7kNvgGVAYk4&_nc_ht=scontent-lhr8-1.xx&oh=00_AYAVIHAGA00VGrykEeNaRRa3qJMqZ1zdPxtfTpdkIw2INQ&oe=66454FE6,https://www.facebook.com/vims64,,20 others feeling happy 🤩,,Vimal Shahi Thakuri,1
,,,,,https://www.facebook.com/officialroutineofnepalbanda/posts/5927278693971541?comment_id=380861283375871,5.0,2022-02-25T09:12:06.000Z,5927278693971541,https://www.facebook.com/officialroutineofnepalbanda/posts/5927278693971541,ZmVlZGJhY2s6NTkyNzI3ODY5Mzk3MTU0MV8zODA4NjEyODMzNzU4NzE=,Y29tbWVudDo1OTI3Mjc4NjkzOTcxNTQxXzM4MDg2MTI4MzM3NTg3MQ==,102,213613352004799,False,Singer Durgesh Thapa has been removed from Performers list of Sudurpaschim Pradeshik Mahotsav due to security reasons following recent Paul Shah Case. The mahotsav is starting today featuring more than 20 singers.,100015321104861,Chandan Kumar,https://scontent-lhr8-2.xx.fbcdn.net/v/t39.30808-1/332188766_2487434258079908_5193045102552735207_n.jpg?stp=cp0_dst-jpg_p32x32&_nc_cat=106&ccb=1-7&_nc_sid=5f2048&_nc_ohc=8HpO59b4chAQ7kNvgFaaDnG&_nc_ht=scontent-lhr8-2.xx&oh=00_AYBC5rgqw2MY-3XpzI22SYH2US00dE9AZX0dPvWnlvfdUQ&oe=66456C9B,,,Hidden fact= Durgesh Thapa is a bathroom singer🤣. He doesn't have any quality of singing he was just helping noise pollution by singing his song . Finally he is awarded for his hard work😂,,Chandan Kumar,1
,,,,,https://www.facebook.com/officialroutineofnepalbanda/posts/5927278693971541?comment_id=946037809413952,6.0,2022-02-25T09:25:58.000Z,5927278693971541,https://www.facebook.com/officialroutineofnepalbanda/posts/5927278693971541,ZmVlZGJhY2s6NTkyNzI3ODY5Mzk3MTU0MV85NDYwMzc4MDk0MTM5NTI=,Y29tbWVudDo1OTI3Mjc4NjkzOTcxNTQxXzk0NjAzNzgwOTQxMzk1Mg==,121,213613352004799,False,Singer Durgesh Thapa has been removed from Performers list of Sudurpaschim Pradeshik Mahotsav due to security reasons following recent Paul Shah Case. The mahotsav is starting today featuring more than 20 singers.,pfbid0VNw4o9rg8E5zmDePZJ9AUye2cvGPSqtVm7pw98NKX2jK2zjd9DU24QXTPBAeCvHLl,Nancy Lama Waiba,https://scontent-lhr8-2.xx.fbcdn.net/v/t39.30808-1/347384663_1227400521148402_7066455431145148150_n.jpg?stp=cp0_dst-jpg_p32x32&_nc_cat=106&ccb=1-7&_nc_sid=5f2048&_nc_ohc=_d-P-6IRjicQ7kNvgFwnDca&_nc_ht=scontent-lhr8-2.xx&oh=00_AYB_luzFvBmSBp4iLNAOb3W1LygV1upmsp-S2CvabBEOXg&oe=66456275,,,बल्ल चाकमा घाम लाग्यो होला है दुर्गेश थापाको 😆😆,,Nancy Lama Waiba,0
,,,,,https://www.facebook.com/officialroutineofnepalbanda/posts/5927278693971541?comment_id=351705443495552,4.0,2022-02-25T10:13:02.000Z,5927278693971541,https://www.facebook.com/officialroutineofnepalbanda/posts/5927278693971541,ZmVlZGJhY2s6NTkyNzI3ODY5Mzk3MTU0MV8zNTE3MDU0NDM0OTU1NTI=,Y29tbWVudDo1OTI3Mjc4NjkzOTcxNTQxXzM1MTcwNTQ0MzQ5NTU1Mg==,44,213613352004799,False,Singer Durgesh Thapa has been removed from Performers list of Sudurpaschim Pradeshik Mahotsav due to security reasons following recent Paul Shah Case. The mahotsav is starting today featuring more than 20 singers.,pfbid02z4kLMaLxQPacBeAaD5gXVUDewLkKkdFPVqwtochFEjMfwWBMxqYo8UNWAPPYcTCEl,Kalpana Kafle,https://scontent-lhr8-1.xx.fbcdn.net/v/t39.30808-1/437850283_1524683888080400_4563108714275345186_n.jpg?stp=cp0_dst-jpg_p32x32&_nc_cat=107&ccb=1-7&_nc_sid=5f2048&_nc_ohc=-7rUxGKifAkQ7kNvgFIzdh4&_nc_ht=scontent-lhr8-1.xx&oh=00_AYCoyfEp9h4R9kNgUM9vAiK-JzhoQsyTihvMg8vWNE1jrA&oe=66454D43,https://www.facebook.com/kalpana.kafle.790,,"Finally Durgesh Thapa is rewarded for his hard work, sincerity, loyalty and for his great contributions towards nepali film industry 😇😇😅😅😅Congratulations 😅😅😅
Very creative man🤭🤭🤭🤮🤮🤮
#Averygoodbathroomsinger 😅😅😅😅",,Kalpana Kafle,0
